Date,Product,Sales,Type,Lower_Bound,Upper_Bound
2023-05-19,Product A,619,Actual,619,619
2023-05-20,Product A,625,Actual,625,625
2023-05-21,Product A,622,Actual,622,622
2023-05-22,Product A,610,Actual,610,610
2023-05-23,Product A,657,Actual,657,657
2023-05-24,Product A,647,Actual,647,647
2023-05-25,Product A,638,Actual,638,638
2023-05-26,Product A,620,Actual,620,620
2023-05-27,Product A,609,Actual,609,609
2023-05-28,Product A,610,Actual,610,610
2023-05-29,Product A,604,Actual,604,604
2023-05-30,Product A,637,Actual,637,637
2023-05-31,Product A,653,Actual,653,653
2023-06-01,Product A,630,Actual,630,630
2023-06-02,Product A,643,Actual,643,643
2023-06-03,Product A,611,Actual,611,611
2023-06-04,Product A,608,Actual,608,608
2023-06-05,Product A,633,Actual,633,633
2023-06-06,Product A,618,Actual,618,618
2023-06-07,Product A,637,Actual,637,637
2023-06-08,Product A,615,Actual,615,615
2023-06-09,Product A,613,Actual,613,613
2023-06-10,Product A,609,Actual,609,609
2023-06-11,Product A,585,Actual,585,585
2023-06-12,Product A,607,Actual,607,607
2023-06-13,Product A,637,Actual,637,637
2023-06-14,Product A,641,Actual,641,641
2023-06-15,Product A,611,Actual,611,611
2023-06-16,Product A,612,Actual,612,612
2023-06-17,Product A,603,Actual,603,603
2023-06-18,Product A,615,Actual,615,615
2023-06-19,Product A,609,Actual,609,609
2023-06-20,Product A,627,Actual,627,627
2023-06-21,Product A,627,Actual,627,627
2023-06-22,Product A,615,Actual,615,615
2023-06-23,Product A,598,Actual,598,598
2023-06-24,Product A,601,Actual,601,601
2023-06-25,Product A,604,Actual,604,604
2023-06-26,Product A,607,Actual,607,607
2023-06-27,Product A,622,Actual,622,622
2023-06-28,Product A,636,Actual,636,636
2023-06-29,Product A,627,Actual,627,627
2023-06-30,Product A,595,Actual,595,595
2023-07-01,Product A,607,Actual,607,607
2023-07-02,Product A,598,Actual,598,598
2023-07-03,Product A,610,Actual,610,610
2023-07-04,Product A,624,Actual,624,624
2023-07-05,Product A,625,Actual,625,625
2023-07-06,Product A,622,Actual,622,622
2023-07-07,Product A,592,Actual,592,592
2023-07-08,Product A,594,Actual,594,594
2023-07-09,Product A,600,Actual,600,600
2023-07-10,Product A,611,Actual,611,611
2023-07-11,Product A,627,Actual,627,627
2023-07-12,Product A,615,Actual,615,615
2023-07-13,Product A,607,Actual,607,607
2023-07-14,Product A,604,Actual,604,604
2023-07-15,Product A,583,Actual,583,583
2023-07-16,Product A,599,Actual,599,599
2023-07-17,Product A,597,Actual,597,597
2023-07-18,Product A,614,Actual,614,614
2023-07-19,Product A,618,Actual,618,618
2023-07-20,Product A,604,Actual,604,604
2023-07-21,Product A,601,Actual,601,601
2023-07-22,Product A,605,Actual,605,605
2023-07-23,Product A,592,Actual,592,592
2023-07-24,Product A,600,Actual,600,600
2023-07-25,Product A,606,Actual,606,606
2023-07-26,Product A,610,Actual,610,610
2023-07-27,Product A,607,Actual,607,607
2023-07-28,Product A,578,Actual,578,578
2023-07-29,Product A,575,Actual,575,575
2023-07-30,Product A,573,Actual,573,573
2023-07-31,Product A,616,Actual,616,616
2023-08-01,Product A,613,Actual,613,613
2023-08-02,Product A,605,Actual,605,605
2023-08-03,Product A,602,Actual,602,602
2023-08-04,Product A,590,Actual,590,590
2023-08-05,Product A,591,Actual,591,591
2023-08-06,Product A,586,Actual,586,586
2023-08-07,Product A,596,Actual,596,596
2023-08-08,Product A,615,Actual,615,615
2023-08-09,Product A,636,Actual,636,636
2023-08-10,Product A,603,Actual,603,603
2023-08-11,Product A,584,Actual,584,584
2023-08-12,Product A,575,Actual,575,575
2023-08-13,Product A,594,Actual,594,594
2023-08-14,Product A,603,Actual,603,603
2023-08-15,Product A,606,Actual,606,606
2023-08-16,Product A,609,Actual,609,609
2023-08-17,Product A,608,Actual,608,608
2023-08-18,Product A,582,Actual,582,582
2023-08-19,Product A,578,Actual,578,578
2023-08-20,Product A,579,Actual,579,579
2023-08-21,Product A,587,Actual,587,587
2023-08-22,Product A,608,Actual,608,608
2023-08-23,Product A,605,Actual,605,605
2023-08-24,Product A,625,Actual,625,625
2023-08-25,Product A,585,Actual,585,585
2023-08-26,Product A,577,Actual,577,577
2023-08-27,Product A,560,Actual,560,560
2023-08-28,Product A,598,Actual,598,598
2023-08-29,Product A,589,Actual,589,589
2023-08-30,Product A,598,Actual,598,598
2023-08-31,Product A,609,Actual,609,609
2023-09-01,Product A,583,Actual,583,583
2023-09-02,Product A,581,Actual,581,581
2023-09-03,Product A,591,Actual,591,591
2023-09-04,Product A,595,Actual,595,595
2023-09-05,Product A,605,Actual,605,605
2023-09-06,Product A,591,Actual,591,591
2023-09-07,Product A,580,Actual,580,580
2023-09-08,Product A,578,Actual,578,578
2023-09-09,Product A,569,Actual,569,569
2023-09-10,Product A,582,Actual,582,582
2023-09-11,Product A,583,Actual,583,583
2023-09-12,Product A,599,Actual,599,599
2023-09-13,Product A,607,Actual,607,607
2023-09-14,Product A,579,Actual,579,579
2023-09-15,Product A,579,Actual,579,579
2023-09-16,Product A,582,Actual,582,582
2023-09-17,Product A,586,Actual,586,586
2023-09-18,Product A,593,Actual,593,593
2023-09-19,Product A,603,Actual,603,603
2023-09-20,Product A,603,Actual,603,603
2023-09-21,Product A,589,Actual,589,589
2023-09-22,Product A,588,Actual,588,588
2023-09-23,Product A,579,Actual,579,579
2023-09-24,Product A,581,Actual,581,581
2023-09-25,Product A,575,Actual,575,575
2023-09-26,Product A,615,Actual,615,615
2023-09-27,Product A,604,Actual,604,604
2023-09-28,Product A,576,Actual,576,576
2023-09-29,Product A,599,Actual,599,599
2023-09-30,Product A,573,Actual,573,573
2023-10-01,Product A,564,Actual,564,564
2023-10-02,Product A,593,Actual,593,593
2023-10-03,Product A,614,Actual,614,614
2023-10-04,Product A,601,Actual,601,601
2023-10-05,Product A,615,Actual,615,615
2023-10-06,Product A,594,Actual,594,594
2023-10-07,Product A,569,Actual,569,569
2023-10-08,Product A,570,Actual,570,570
2023-10-09,Product A,593,Actual,593,593
2023-10-10,Product A,602,Actual,602,602
2023-10-11,Product A,610,Actual,610,610
2023-10-12,Product A,601,Actual,601,601
2023-10-13,Product A,578,Actual,578,578
2023-10-14,Product A,578,Actual,578,578
2023-10-15,Product A,594,Actual,594,594
2023-10-16,Product A,603,Actual,603,603
2023-10-17,Product A,622,Actual,622,622
2023-10-18,Product A,609,Actual,609,609
2023-10-19,Product A,597,Actual,597,597
2023-10-20,Product A,591,Actual,591,591
2023-10-21,Product A,595,Actual,595,595
2023-10-22,Product A,588,Actual,588,588
2023-10-23,Product A,598,Actual,598,598
2023-10-24,Product A,600,Actual,600,600
2023-10-25,Product A,629,Actual,629,629
2023-10-26,Product A,606,Actual,606,606
2023-10-27,Product A,570,Actual,570,570
2023-10-28,Product A,588,Actual,588,588
2023-10-29,Product A,604,Actual,604,604
2023-10-30,Product A,617,Actual,617,617
2023-10-31,Product A,633,Actual,633,633
2023-11-01,Product A,614,Actual,614,614
2023-11-02,Product A,594,Actual,594,594
2023-11-03,Product A,600,Actual,600,600
2023-11-04,Product A,603,Actual,603,603
2023-11-05,Product A,596,Actual,596,596
2023-11-06,Product A,598,Actual,598,598
2023-11-07,Product A,634,Actual,634,634
2023-11-08,Product A,641,Actual,641,641
2023-11-09,Product A,625,Actual,625,625
2023-11-10,Product A,608,Actual,608,608
2023-11-11,Product A,607,Actual,607,607
2023-11-12,Product A,618,Actual,618,618
2023-11-13,Product A,600,Actual,600,600
2023-11-14,Product A,608,Actual,608,608
2023-11-15,Product A,644,Actual,644,644
2023-11-16,Product A,624,Actual,624,624
2023-11-17,Product A,607,Actual,607,607
2023-11-18,Product A,606,Actual,606,606
2023-11-19,Product A,600,Actual,600,600
2023-11-20,Product A,621,Actual,621,621
2023-11-21,Product A,656,Actual,656,656
2023-11-22,Product A,627,Actual,627,627
2023-11-23,Product A,635,Actual,635,635
2023-11-24,Product A,610,Actual,610,610
2023-11-25,Product A,599,Actual,599,599
2023-11-26,Product A,610,Actual,610,610
2023-11-27,Product A,617,Actual,617,617
2023-11-28,Product A,642,Actual,642,642
2023-11-29,Product A,650,Actual,650,650
2023-11-30,Product A,633,Actual,633,633
2023-12-01,Product A,623,Actual,623,623
2023-12-02,Product A,630,Actual,630,630
2023-12-03,Product A,609,Actual,609,609
2023-12-04,Product A,628,Actual,628,628
2023-12-05,Product A,651,Actual,651,651
2023-12-06,Product A,635,Actual,635,635
2023-12-07,Product A,630,Actual,630,630
2023-12-08,Product A,630,Actual,630,630
2023-12-09,Product A,634,Actual,634,634
2023-12-10,Product A,635,Actual,635,635
2023-12-11,Product A,639,Actual,639,639
2023-12-12,Product A,633,Actual,633,633
2023-12-13,Product A,665,Actual,665,665
2023-12-14,Product A,639,Actual,639,639
2023-12-15,Product A,654,Actual,654,654
2023-12-16,Product A,615,Actual,615,615
2023-12-17,Product A,638,Actual,638,638
2023-12-18,Product A,647,Actual,647,647
2023-12-19,Product A,654,Actual,654,654
2023-12-20,Product A,666,Actual,666,666
2023-12-21,Product A,648,Actual,648,648
2023-12-22,Product A,621,Actual,621,621
2023-12-23,Product A,620,Actual,620,620
2023-12-24,Product A,649,Actual,649,649
2023-12-25,Product A,653,Actual,653,653
2023-12-26,Product A,683,Actual,683,683
2023-12-27,Product A,678,Actual,678,678
2023-12-28,Product A,680,Actual,680,680
2023-12-29,Product A,638,Actual,638,638
2023-12-30,Product A,643,Actual,643,643
2023-12-31,Product A,636,Actual,636,636
2024-01-01,Product A,674,Actual,674,674
2024-01-02,Product A,672,Actual,672,672
2024-01-03,Product A,659,Actual,659,659
2024-01-04,Product A,659,Actual,659,659
2024-01-05,Product A,644,Actual,644,644
2024-01-06,Product A,647,Actual,647,647
2024-01-07,Product A,652,Actual,652,652
2024-01-08,Product A,660,Actual,660,660
2024-01-09,Product A,685,Actual,685,685
2024-01-10,Product A,654,Actual,654,654
2024-01-11,Product A,667,Actual,667,667
2024-01-12,Product A,659,Actual,659,659
2024-01-13,Product A,655,Actual,655,655
2024-01-14,Product A,665,Actual,665,665
2024-01-15,Product A,669,Actual,669,669
2024-01-16,Product A,677,Actual,677,677
2024-01-17,Product A,689,Actual,689,689
2024-01-18,Product A,664,Actual,664,664
2024-01-19,Product A,664,Actual,664,664
2024-01-20,Product A,654,Actual,654,654
2024-01-21,Product A,655,Actual,655,655
2024-01-22,Product A,673,Actual,673,673
2024-01-23,Product A,683,Actual,683,683
2024-01-24,Product A,681,Actual,681,681
2024-01-25,Product A,678,Actual,678,678
2024-01-26,Product A,686,Actual,686,686
2024-01-27,Product A,667,Actual,667,667
2024-01-28,Product A,659,Actual,659,659
2024-01-29,Product A,659,Actual,659,659
2024-01-30,Product A,689,Actual,689,689
2024-01-31,Product A,692,Actual,692,692
2024-02-01,Product A,699,Actual,699,699
2024-02-02,Product A,676,Actual,676,676
2024-02-03,Product A,673,Actual,673,673
2024-02-04,Product A,677,Actual,677,677
2024-02-05,Product A,689,Actual,689,689
2024-02-06,Product A,714,Actual,714,714
2024-02-07,Product A,713,Actual,713,713
2024-02-08,Product A,696,Actual,696,696
2024-02-09,Product A,676,Actual,676,676
2024-02-10,Product A,680,Actual,680,680
2024-02-11,Product A,667,Actual,667,667
2024-02-12,Product A,683,Actual,683,683
2024-02-13,Product A,712,Actual,712,712
2024-02-14,Product A,717,Actual,717,717
2024-02-15,Product A,702,Actual,702,702
2024-02-16,Product A,709,Actual,709,709
2024-02-17,Product A,703,Actual,703,703
2024-02-18,Product A,681,Actual,681,681
2024-02-19,Product A,720,Actual,720,720
2024-02-20,Product A,717,Actual,717,717
2024-02-21,Product A,721,Actual,721,721
2024-02-22,Product A,725,Actual,725,725
2024-02-23,Product A,682,Actual,682,682
2024-02-24,Product A,681,Actual,681,681
2024-02-25,Product A,693,Actual,693,693
2024-02-26,Product A,714,Actual,714,714
2024-02-27,Product A,711,Actual,711,711
2024-02-28,Product A,705,Actual,705,705
2024-02-29,Product A,721,Actual,721,721
2024-03-01,Product A,690,Actual,690,690
2024-03-02,Product A,687,Actual,687,687
2024-03-03,Product A,693,Actual,693,693
2024-03-04,Product A,707,Actual,707,707
2024-03-05,Product A,720,Actual,720,720
2024-03-06,Product A,707,Actual,707,707
2024-03-07,Product A,707,Actual,707,707
2024-03-08,Product A,705,Actual,705,705
2024-03-09,Product A,700,Actual,700,700
2024-03-10,Product A,697,Actual,697,697
2024-03-11,Product A,717,Actual,717,717
2024-03-12,Product A,721,Actual,721,721
2024-03-13,Product A,724,Actual,724,724
2024-03-14,Product A,728,Actual,728,728
2024-03-15,Product A,704,Actual,704,704
2024-03-16,Product A,697,Actual,697,697
2024-03-17,Product A,702,Actual,702,702
2024-03-18,Product A,716,Actual,716,716
2024-03-19,Product A,746,Actual,746,746
2024-03-20,Product A,717,Actual,717,717
2024-03-21,Product A,735,Actual,735,735
2024-03-22,Product A,708,Actual,708,708
2024-03-23,Product A,669,Actual,669,669
2024-03-24,Product A,681,Actual,681,681
2024-03-25,Product A,722,Actual,722,722
2024-03-26,Product A,728,Actual,728,728
2024-03-27,Product A,720,Actual,720,720
2024-03-28,Product A,708,Actual,708,708
2024-03-29,Product A,707,Actual,707,707
2024-03-30,Product A,698,Actual,698,698
2024-03-31,Product A,688,Actual,688,688
2024-04-01,Product A,720,Actual,720,720
2024-04-02,Product A,734,Actual,734,734
2024-04-03,Product A,741,Actual,741,741
2024-04-04,Product A,713,Actual,713,713
2024-04-05,Product A,709,Actual,709,709
2024-04-06,Product A,699,Actual,699,699
2024-04-07,Product A,705,Actual,705,705
2024-04-08,Product A,707,Actual,707,707
2024-04-09,Product A,732,Actual,732,732
2024-04-10,Product A,746,Actual,746,746
2024-04-11,Product A,716,Actual,716,716
2024-04-12,Product A,729,Actual,729,729
2024-04-13,Product A,713,Actual,713,713
2024-04-14,Product A,690,Actual,690,690
2024-04-15,Product A,723,Actual,723,723
2024-04-16,Product A,708,Actual,708,708
2024-04-17,Product A,724,Actual,724,724
2024-04-18,Product A,714,Actual,714,714
2024-04-19,Product A,706,Actual,706,706
2024-04-20,Product A,691,Actual,691,691
2024-04-21,Product A,713,Actual,713,713
2024-04-22,Product A,721,Actual,721,721
2024-04-23,Product A,733,Actual,733,733
2024-04-24,Product A,742,Actual,742,742
2024-04-25,Product A,724,Actual,724,724
2024-04-26,Product A,735,Actual,735,735
2024-04-27,Product A,702,Actual,702,702
2024-04-28,Product A,713,Actual,713,713
2024-04-29,Product A,714,Actual,714,714
2024-04-30,Product A,719,Actual,719,719
2024-05-01,Product A,726,Actual,726,726
2024-05-02,Product A,728,Actual,728,728
2024-05-03,Product A,712,Actual,712,712
2024-05-04,Product A,697,Actual,697,697
2024-05-05,Product A,706,Actual,706,706
2024-05-06,Product A,714,Actual,714,714
2024-05-07,Product A,737,Actual,737,737
2024-05-08,Product A,732,Actual,732,732
2024-05-09,Product A,720,Actual,720,720
2024-05-10,Product A,706,Actual,706,706
2024-05-11,Product A,701,Actual,701,701
2024-05-12,Product A,706,Actual,706,706
2024-05-13,Product A,736,Actual,736,736
2024-05-14,Product A,724,Actual,724,724
2024-05-15,Product A,735,Actual,735,735
2024-05-16,Product A,727,Actual,727,727
2024-05-17,Product A,714,Actual,714,714
2024-05-18,Product A,704,Actual,704,704
2024-05-19,Product A,703,Actual,703,703
2024-05-20,Product A,725,Actual,725,725
2024-05-21,Product A,710,Actual,710,710
2024-05-22,Product A,751,Actual,751,751
2024-05-23,Product A,732,Actual,732,732
2024-05-24,Product A,686,Actual,686,686
2024-05-25,Product A,711,Actual,711,711
2024-05-26,Product A,684,Actual,684,684
2024-05-27,Product A,700,Actual,700,700
2024-05-28,Product A,716,Actual,716,716
2024-05-29,Product A,722,Actual,722,722
2024-05-30,Product A,705,Actual,705,705
2024-05-31,Product A,695,Actual,695,695
2024-06-01,Product A,696,Actual,696,696
2024-06-02,Product A,707,Actual,707,707
2024-06-03,Product A,722,Actual,722,722
2024-06-04,Product A,738,Actual,738,738
2024-06-05,Product A,734,Actual,734,734
2024-06-06,Product A,705,Actual,705,705
2024-06-07,Product A,693,Actual,693,693
2024-06-08,Product A,691,Actual,691,691
2024-06-09,Product A,710,Actual,710,710
2024-06-10,Product A,725,Actual,725,725
2024-06-11,Product A,720,Actual,720,720
2024-06-12,Product A,730,Actual,730,730
2024-06-13,Product A,699,Actual,699,699
2024-06-14,Product A,720,Actual,720,720
2024-06-15,Product A,697,Actual,697,697
2024-06-16,Product A,698,Actual,698,698
2024-06-17,Product A,680,Actual,680,680
2024-06-18,Product A,730,Actual,730,730
2024-06-19,Product A,732,Actual,732,732
2024-06-20,Product A,721,Actual,721,721
2024-06-21,Product A,678,Actual,678,678
2024-06-22,Product A,694,Actual,694,694
2024-06-23,Product A,682,Actual,682,682
2024-06-24,Product A,682,Actual,682,682
2024-06-25,Product A,733,Actual,733,733
2024-06-26,Product A,715,Actual,715,715
2024-06-27,Product A,721,Actual,721,721
2024-06-28,Product A,677,Actual,677,677
2024-06-29,Product A,697,Actual,697,697
2024-06-30,Product A,691,Actual,691,691
2024-07-01,Product A,697,Actual,697,697
2024-07-02,Product A,728,Actual,728,728
2024-07-03,Product A,719,Actual,719,719
2024-07-04,Product A,692,Actual,692,692
2024-07-05,Product A,686,Actual,686,686
2024-07-06,Product A,690,Actual,690,690
2024-07-07,Product A,683,Actual,683,683
2024-07-08,Product A,706,Actual,706,706
2024-07-09,Product A,726,Actual,726,726
2024-07-10,Product A,714,Actual,714,714
2024-07-11,Product A,699,Actual,699,699
2024-07-12,Product A,680,Actual,680,680
2024-07-13,Product A,676,Actual,676,676
2024-07-14,Product A,684,Actual,684,684
2024-07-15,Product A,690,Actual,690,690
2024-07-16,Product A,702,Actual,702,702
2024-07-17,Product A,706,Actual,706,706
2024-07-18,Product A,696,Actual,696,696
2024-07-19,Product A,697,Actual,697,697
2024-07-20,Product A,658,Actual,658,658
2024-07-21,Product A,696,Actual,696,696
2024-07-22,Product A,688,Actual,688,688
2024-07-23,Product A,695,Actual,695,695
2024-07-24,Product A,694,Actual,694,694
2024-07-25,Product A,679,Actual,679,679
2024-07-26,Product A,666,Actual,666,666
2024-07-27,Product A,680,Actual,680,680
2024-07-28,Product A,680,Actual,680,680
2024-07-29,Product A,694,Actual,694,694
2024-07-30,Product A,685,Actual,685,685
2024-07-31,Product A,689,Actual,689,689
2024-08-01,Product A,687,Actual,687,687
2024-08-02,Product A,687,Actual,687,687
2024-08-03,Product A,673,Actual,673,673
2024-08-04,Product A,685,Actual,685,685
2024-08-05,Product A,691,Actual,691,691
2024-08-06,Product A,714,Actual,714,714
2024-08-07,Product A,698,Actual,698,698
2024-08-08,Product A,686,Actual,686,686
2024-08-09,Product A,686,Actual,686,686
2024-08-10,Product A,661,Actual,661,661
2024-08-11,Product A,679,Actual,679,679
2024-08-12,Product A,694,Actual,694,694
2024-08-13,Product A,690,Actual,690,690
2024-08-14,Product A,699,Actual,699,699
2024-08-15,Product A,688,Actual,688,688
2024-08-16,Product A,669,Actual,669,669
2024-08-17,Product A,672,Actual,672,672
2024-08-18,Product A,678,Actual,678,678
2024-08-19,Product A,672,Actual,672,672
2024-08-20,Product A,687,Actual,687,687
2024-08-21,Product A,694,Actual,694,694
2024-08-22,Product A,673,Actual,673,673
2024-08-23,Product A,690,Actual,690,690
2024-08-24,Product A,663,Actual,663,663
2024-08-25,Product A,662,Actual,662,662
2024-08-26,Product A,689,Actual,689,689
2024-08-27,Product A,696,Actual,696,696
2024-08-28,Product A,686,Actual,686,686
2024-08-29,Product A,697,Actual,697,697
2024-08-30,Product A,689,Actual,689,689
2024-08-31,Product A,659,Actual,659,659
2024-09-01,Product A,669,Actual,669,669
2024-09-02,Product A,699,Actual,699,699
2024-09-03,Product A,683,Actual,683,683
2024-09-04,Product A,707,Actual,707,707
2024-09-05,Product A,688,Actual,688,688
2024-09-06,Product A,650,Actual,650,650
2024-09-07,Product A,662,Actual,662,662
2024-09-08,Product A,682,Actual,682,682
2024-09-09,Product A,690,Actual,690,690
2024-09-10,Product A,692,Actual,692,692
2024-09-11,Product A,690,Actual,690,690
2024-09-12,Product A,684,Actual,684,684
2024-09-13,Product A,674,Actual,674,674
2024-09-14,Product A,674,Actual,674,674
2024-09-15,Product A,662,Actual,662,662
2024-09-16,Product A,663,Actual,663,663
2024-09-17,Product A,698,Actual,698,698
2024-09-18,Product A,680,Actual,680,680
2024-09-19,Product A,693,Actual,693,693
2024-09-20,Product A,693,Actual,693,693
2024-09-21,Product A,666,Actual,666,666
2024-09-22,Product A,663,Actual,663,663
2024-09-23,Product A,680,Actual,680,680
2024-09-24,Product A,689,Actual,689,689
2024-09-25,Product A,692,Actual,692,692
2024-09-26,Product A,679,Actual,679,679
2024-09-27,Product A,675,Actual,675,675
2024-09-28,Product A,676,Actual,676,676
2024-09-29,Product A,674,Actual,674,674
2024-09-30,Product A,682,Actual,682,682
2024-10-01,Product A,697,Actual,697,697
2024-10-02,Product A,700,Actual,700,700
2024-10-03,Product A,695,Actual,695,695
2024-10-04,Product A,682,Actual,682,682
2024-10-05,Product A,671,Actual,671,671
2024-10-06,Product A,668,Actual,668,668
2024-10-07,Product A,675,Actual,675,675
2024-10-08,Product A,710,Actual,710,710
2024-10-09,Product A,697,Actual,697,697
2024-10-10,Product A,723,Actual,723,723
2024-10-11,Product A,668,Actual,668,668
2024-10-12,Product A,658,Actual,658,658
2024-10-13,Product A,672,Actual,672,672
2024-10-14,Product A,689,Actual,689,689
2024-10-15,Product A,697,Actual,697,697
2024-10-16,Product A,715,Actual,715,715
2024-10-17,Product A,677,Actual,677,677
2024-10-18,Product A,693,Actual,693,693
2024-10-19,Product A,658,Actual,658,658
2024-10-20,Product A,665,Actual,665,665
2024-10-21,Product A,698,Actual,698,698
2024-10-22,Product A,700,Actual,700,700
2024-10-23,Product A,696,Actual,696,696
2024-10-24,Product A,698,Actual,698,698
2024-10-25,Product A,683,Actual,683,683
2024-10-26,Product A,706,Actual,706,706
2024-10-27,Product A,667,Actual,667,667
2024-10-28,Product A,689,Actual,689,689
2024-10-29,Product A,712,Actual,712,712
2024-10-30,Product A,708,Actual,708,708
2024-10-31,Product A,702,Actual,702,702
2024-11-01,Product A,698,Actual,698,698
2024-11-02,Product A,688,Actual,688,688
2024-11-03,Product A,696,Actual,696,696
2024-11-04,Product A,693,Actual,693,693
2024-11-05,Product A,712,Actual,712,712
2024-11-06,Product A,707,Actual,707,707
2024-11-07,Product A,714,Actual,714,714
2024-11-08,Product A,697,Actual,697,697
2024-11-09,Product A,698,Actual,698,698
2024-11-10,Product A,685,Actual,685,685
2024-11-11,Product A,706,Actual,706,706
2024-11-12,Product A,711,Actual,711,711
2024-11-13,Product A,713,Actual,713,713
2024-11-14,Product A,707,Actual,707,707
2024-11-15,Product A,681,Actual,681,681
2024-11-16,Product A,690,Actual,690,690
2024-11-17,Product A,719,Actual,719,719
2024-11-18,Product A,713,Actual,713,713
2024-11-19,Product A,727,Actual,727,727
2024-11-20,Product A,721,Actual,721,721
2024-11-21,Product A,696,Actual,696,696
2024-11-22,Product A,703,Actual,703,703
2024-11-23,Product A,705,Actual,705,705
2024-11-24,Product A,691,Actual,691,691
2024-11-25,Product A,722,Actual,722,722
2024-11-26,Product A,734,Actual,734,734
2024-11-27,Product A,743,Actual,743,743
2024-11-28,Product A,728,Actual,728,728
2024-11-29,Product A,702,Actual,702,702
2024-11-30,Product A,698,Actual,698,698
2024-12-01,Product A,702,Actual,702,702
2024-12-02,Product A,705,Actual,705,705
2024-12-03,Product A,736,Actual,736,736
2024-12-04,Product A,732,Actual,732,732
2024-12-05,Product A,741,Actual,741,741
2024-12-06,Product A,717,Actual,717,717
2024-12-07,Product A,702,Actual,702,702
2024-12-08,Product A,723,Actual,723,723
2024-12-09,Product A,713,Actual,713,713
2024-12-10,Product A,744,Actual,744,744
2024-12-11,Product A,737,Actual,737,737
2024-12-12,Product A,721,Actual,721,721
2024-12-13,Product A,723,Actual,723,723
2024-12-14,Product A,710,Actual,710,710
2024-12-15,Product A,735,Actual,735,735
2024-12-16,Product A,731,Actual,731,731
2024-12-17,Product A,745,Actual,745,745
2024-12-18,Product A,742,Actual,742,742
2024-12-19,Product A,737,Actual,737,737
2024-12-20,Product A,743,Actual,743,743
2024-12-21,Product A,721,Actual,721,721
2024-12-22,Product A,731,Actual,731,731
2024-12-23,Product A,727,Actual,727,727
2024-12-24,Product A,762,Actual,762,762
2024-12-25,Product A,753,Actual,753,753
2024-12-26,Product A,766,Actual,766,766
2024-12-27,Product A,737,Actual,737,737
2024-12-28,Product A,724,Actual,724,724
2024-12-29,Product A,742,Actual,742,742
2024-12-30,Product A,748,Actual,748,748
2024-12-31,Product A,736,Actual,736,736
2025-01-01,Product A,764,Actual,764,764
2025-01-02,Product A,759,Actual,759,759
2025-01-03,Product A,735,Actual,735,735
2025-01-04,Product A,749,Actual,749,749
2025-01-05,Product A,733,Actual,733,733
2025-01-06,Product A,742,Actual,742,742
2025-01-07,Product A,758,Actual,758,758
2025-01-08,Product A,774,Actual,774,774
2025-01-09,Product A,738,Actual,738,738
2025-01-10,Product A,766,Actual,766,766
2025-01-11,Product A,761,Actual,761,761
2025-01-12,Product A,745,Actual,745,745
2025-01-13,Product A,767,Actual,767,767
2025-01-14,Product A,755,Actual,755,755
2025-01-15,Product A,791,Actual,791,791
2025-01-16,Product A,755,Actual,755,755
2025-01-17,Product A,771,Actual,771,771
2025-01-18,Product A,746,Actual,746,746
2025-01-19,Product A,751,Actual,751,751
2025-01-20,Product A,764,Actual,764,764
2025-01-21,Product A,773,Actual,773,773
2025-01-22,Product A,785,Actual,785,785
2025-01-23,Product A,768,Actual,768,768
2025-01-24,Product A,746,Actual,746,746
2025-01-25,Product A,754,Actual,754,754
2025-01-26,Product A,753,Actual,753,753
2025-01-27,Product A,769,Actual,769,769
2025-01-28,Product A,787,Actual,787,787
2025-01-29,Product A,785,Actual,785,785
2025-01-30,Product A,790,Actual,790,790
2025-01-31,Product A,755,Actual,755,755
2025-02-01,Product A,754,Actual,754,754
2025-02-02,Product A,776,Actual,776,776
2025-02-03,Product A,759,Actual,759,759
2025-02-04,Product A,807,Actual,807,807
2025-02-05,Product A,807,Actual,807,807
2025-02-06,Product A,814,Actual,814,814
2025-02-07,Product A,768,Actual,768,768
2025-02-08,Product A,776,Actual,776,776
2025-02-09,Product A,777,Actual,777,777
2025-02-10,Product A,789,Actual,789,789
2025-02-11,Product A,794,Actual,794,794
2025-02-12,Product A,813,Actual,813,813
2025-02-13,Product A,789,Actual,789,789
2025-02-14,Product A,786,Actual,786,786
2025-02-15,Product A,764,Actual,764,764
2025-02-16,Product A,776,Actual,776,776
2025-02-17,Product A,780,Actual,780,780
2025-02-18,Product A,799,Actual,799,799
2025-02-19,Product A,807,Actual,807,807
2025-02-20,Product A,775,Actual,775,775
2025-02-21,Product A,787,Actual,787,787
2025-02-22,Product A,789,Actual,789,789
2025-02-23,Product A,775,Actual,775,775
2025-02-24,Product A,797,Actual,797,797
2025-02-25,Product A,790,Actual,790,790
2025-02-26,Product A,794,Actual,794,794
2025-02-27,Product A,801,Actual,801,801
2025-02-28,Product A,777,Actual,777,777
2025-03-01,Product A,775,Actual,775,775
2025-03-02,Product A,788,Actual,788,788
2025-03-03,Product A,794,Actual,794,794
2025-03-04,Product A,811,Actual,811,811
2025-03-05,Product A,808,Actual,808,808
2025-03-06,Product A,796,Actual,796,796
2025-03-07,Product A,783,Actual,783,783
2025-03-08,Product A,785,Actual,785,785
2025-03-09,Product A,796,Actual,796,796
2025-03-10,Product A,816,Actual,816,816
2025-03-11,Product A,833,Actual,833,833
2025-03-12,Product A,805,Actual,805,805
2025-03-13,Product A,824,Actual,824,824
